sec , time , count(in)(line0) , count(out)(line0) , total_count(in)(line0) , total_count(out)(line0)
157 , 2023-07-05 11:48:24.259363 , 0 , 0 , 15 , 16
158 , 2023-07-05 11:48:26.654803 , 0 , 0 , 15 , 16
159 , 2023-07-05 11:48:28.926977 , 0 , 0 , 15 , 16
160 , 2023-07-05 11:48:31.208063 , 0 , 0 , 15 , 16
161 , 2023-07-05 11:48:33.462216 , 0 , 0 , 15 , 16
162 , 2023-07-05 11:48:35.732984 , 0 , 0 , 15 , 16
163 , 2023-07-05 11:48:37.960346 , 0 , 0 , 15 , 16
164 , 2023-07-05 11:48:40.190553 , 0 , 0 , 15 , 16
165 , 2023-07-05 11:48:42.443122 , 0 , 0 , 15 , 16
166 , 2023-07-05 11:48:44.705364 , 1 , 0 , 16 , 16
167 , 2023-07-05 11:48:46.920732 , 0 , 0 , 16 , 16
168 , 2023-07-05 11:48:49.169449 , 0 , 0 , 16 , 16
169 , 2023-07-05 11:48:51.426070 , 0 , 0 , 16 , 16
170 , 2023-07-05 11:48:53.718686 , 0 , 0 , 16 , 16
171 , 2023-07-05 11:48:55.981349 , 0 , 0 , 16 , 16
172 , 2023-07-05 11:48:58.311691 , 0 , 0 , 16 , 16
173 , 2023-07-05 11:49:00.624367 , 0 , 0 , 16 , 16
174 , 2023-07-05 11:49:02.912332 , 0 , 0 , 16 , 16
175 , 2023-07-05 11:49:05.199936 , 0 , 0 , 16 , 16
176 , 2023-07-05 11:49:07.458634 , 1 , 0 , 17 , 16
177 , 2023-07-05 11:49:09.717630 , 0 , 0 , 17 , 16
178 , 2023-07-05 11:49:11.974891 , 0 , 0 , 17 , 16
179 , 2023-07-05 11:49:14.280276 , 0 , 0 , 17 , 16
180 , 2023-07-05 11:49:16.526999 , 1 , 0 , 18 , 16
181 , 2023-07-05 11:49:18.761721 , 0 , 0 , 18 , 16
182 , 2023-07-05 11:49:21.010758 , 0 , 0 , 18 , 16
183 , 2023-07-05 11:49:23.267519 , 0 , 0 , 18 , 16
184 , 2023-07-05 11:49:25.543851 , 0 , 0 , 18 , 16
185 , 2023-07-05 11:49:27.847253 , 0 , 0 , 18 , 16
186 , 2023-07-05 11:49:30.178563 , 0 , 0 , 18 , 16
187 , 2023-07-05 11:49:32.495269 , 1 , 0 , 19 , 16
188 , 2023-07-05 11:49:34.795907 , 0 , 0 , 19 , 16
189 , 2023-07-05 11:49:37.099768 , 0 , 0 , 19 , 16
190 , 2023-07-05 11:49:39.409123 , 0 , 0 , 19 , 16
191 , 2023-07-05 11:49:41.694364 , 0 , 0 , 19 , 16
192 , 2023-07-05 11:49:43.976608 , 0 , 0 , 19 , 16
193 , 2023-07-05 11:49:46.267060 , 0 , 0 , 19 , 16
194 , 2023-07-05 11:49:48.556474 , 0 , 0 , 19 , 16
195 , 2023-07-05 11:49:50.797933 , 0 , 0 , 19 , 16
196 , 2023-07-05 11:49:53.016211 , 0 , 0 , 19 , 16
197 , 2023-07-05 11:49:55.253346 , 0 , 0 , 19 , 16
198 , 2023-07-05 11:49:57.511012 , 0 , 0 , 19 , 16
199 , 2023-07-05 11:49:59.744919 , 0 , 0 , 19 , 16
200 , 2023-07-05 11:50:01.991847 , 1 , 0 , 20 , 16
201 , 2023-07-05 11:50:04.290633 , 0 , 0 , 20 , 16
202 , 2023-07-05 11:50:06.615197 , 0 , 0 , 20 , 16
203 , 2023-07-05 11:50:08.932120 , 1 , 0 , 21 , 16
204 , 2023-07-05 11:50:11.239938 , 0 , 0 , 21 , 16
205 , 2023-07-05 11:50:13.571235 , 0 , 0 , 21 , 16
206 , 2023-07-05 11:50:15.851527 , 0 , 0 , 21 , 16
207 , 2023-07-05 11:50:18.113472 , 0 , 0 , 21 , 16
208 , 2023-07-05 11:50:20.356328 , 0 , 0 , 21 , 16
209 , 2023-07-05 11:50:22.601580 , 0 , 1 , 21 , 17
210 , 2023-07-05 11:50:24.881318 , 0 , 0 , 21 , 17
211 , 2023-07-05 11:50:27.146533 , 0 , 0 , 21 , 17
212 , 2023-07-05 11:50:29.437039 , 0 , 1 , 21 , 18
213 , 2023-07-05 11:50:31.743560 , 0 , 1 , 21 , 19
214 , 2023-07-05 11:50:34.057490 , 0 , 0 , 21 , 19
215 , 2023-07-05 11:50:36.373392 , 0 , 0 , 21 , 19
216 , 2023-07-05 11:50:38.682102 , 0 , 0 , 21 , 19
217 , 2023-07-05 11:50:41.018463 , 0 , 0 , 21 , 19
218 , 2023-07-05 11:50:43.415660 , 0 , 0 , 21 , 19
219 , 2023-07-05 11:50:45.730963 , 1 , 0 , 22 , 19
220 , 2023-07-05 11:50:48.060606 , 0 , 0 , 22 , 19
221 , 2023-07-05 11:50:50.406677 , 0 , 0 , 22 , 19
222 , 2023-07-05 11:50:52.752914 , 0 , 0 , 22 , 19
223 , 2023-07-05 11:50:55.104910 , 0 , 0 , 22 , 19
224 , 2023-07-05 11:50:57.480590 , 1 , 0 , 23 , 19
225 , 2023-07-05 11:50:59.782217 , 0 , 0 , 23 , 19
226 , 2023-07-05 11:51:02.113992 , 0 , 0 , 23 , 19
227 , 2023-07-05 11:51:04.470354 , 0 , 0 , 23 , 19
228 , 2023-07-05 11:51:06.763658 , 0 , 0 , 23 , 19
229 , 2023-07-05 11:51:09.053516 , 0 , 0 , 23 , 19
230 , 2023-07-05 11:51:11.391553 , 0 , 0 , 23 , 19
